RECORD_DATE,COUNTRY,CURRENCY,CURRENCY_DETAIL,RATE,YEAR,MONTH,DAY
6/30/20,Czech. Republic,Koruna,Czech. Republic-Koruna,23.183,2020,6,30
9/30/20,Czech. Republic,Koruna,Czech. Republic-Koruna,22.724,2020,9,30
12/31/18,DEMOCRATIC REPUBLIC OF CONGO,FRANC,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1630,2019,12,31
9/30/19,DEMOCRATIC REPUBLIC OF CONGO,FRANC,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1650,2019,9,30
3/31/19,DEMOCRATIC REPUBLIC OF CONGO,FRANC,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1630,2019,3,31
6/30/19,DEMOCRATIC REPUBLIC OF CONGO,FRANC,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1650,2019,6,30
12/31/18,DENMARK,KRONE,DENMARK-KRONE,6.517,2019,12,31
6/30/18,DENMARK,KRONE,DENMARK-KRONE,6.393,2018,6,30
9/30/18,DENMARK,KRONE,DENMARK-KRONE,6.438,2018,9,30
3/31/18,DENMARK,KRONE,DENMARK-KRONE,6.046,2018,3,31
9/30/19,DENMARK,KRONE,DENMARK-KRONE,6.851,2019,9,30
3/31/19,DENMARK,KRONE,DENMARK-KRONE,6.646,2019,3,31
6/30/19,DENMARK,KRONE,DENMARK-KRONE,6.562,2019,6,30
12/31/18,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177,2019,12,31
6/30/18,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177,2018,6,30
9/30/18,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177,2018,9,30
3/31/18,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177,2018,3,31
9/30/19,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177,2019,9,30
3/31/19,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177,2019,3,31
6/30/19,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177,2019,6,30
12/31/18,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,49.94,2019,12,31
6/30/18,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,49.18,2018,6,30
9/30/18,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,49.69,2018,9,30
3/31/18,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,49.18,2018,3,31
9/30/19,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,51.89,2019,9,30
3/31/19,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,50.2,2019,3,31
6/30/19,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,50.45,2019,6,30
12/31/19,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1650,2020,12,31
3/31/20,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1700,2020,3,31
12/31/20,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1966.48,2021,12,31
6/30/20,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1840,2020,6,30
9/30/20,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1955.32,2020,9,30
12/31/19,Denmark,Krone,Denmark-Krone,6.652,2020,12,31
3/31/20,Denmark,Krone,Denmark-Krone,6.825,2020,3,31
12/31/20,Denmark,Krone,Denmark-Krone,6.065,2021,12,31
6/30/20,Denmark,Krone,Denmark-Krone,6.657,2020,6,30
9/30/20,Denmark,Krone,Denmark-Krone,6.36,2020,9,30
12/31/19,Djibouti,Franc,Djibouti-Franc,177,2020,12,31
3/31/20,Djibouti,Franc,Djibouti-Franc,177,2020,3,31
12/31/20,Djibouti,Franc,Djibouti-Franc,177,2021,12,31
6/30/20,Djibouti,Franc,Djibouti-Franc,177,2020,6,30
9/30/20,Djibouti,Franc,Djibouti-Franc,177,2020,9,30
12/31/19,Dominican Republic,Peso,Dominican Republic-Peso,52.66,2020,12,31
3/31/20,Dominican Republic,Peso,Dominican Republic-Peso,53.45,2020,3,31
12/31/20,Dominican Republic,Peso,Dominican Republic-Peso,58.14,2021,12,31
6/30/20,Dominican Republic,Peso,Dominican Republic-Peso,58.14,2020,6,30
9/30/20,Dominican Republic,Peso,Dominican Republic-Peso,58.14,2020,9,30
12/31/18,ECUADOR,DOLARES,ECUADOR-DOLARES,1,2019,12,31
6/30/18,ECUADOR,DOLARES,ECUADOR-DOLARES,1,2018,6,30
9/30/18,ECUADOR,DOLARES,ECUADOR-DOLARES,1,2018,9,30
3/31/18,ECUADOR,DOLARES,ECUADOR-DOLARES,1,2018,3,31
9/30/19,ECUADOR,DOLARES,ECUADOR-DOLARES,1,2019,9,30
3/31/19,ECUADOR,DOLARES,ECUADOR-DOLARES,1,2019,3,31
6/30/19,ECUADOR,DOLARES,ECUADOR-DOLARES,1,2019,6,30
12/31/18,EGYPT,POUND,EGYPT-POUND,17.89,2019,12,31
6/30/18,EGYPT,POUND,EGYPT-POUND,17.84,2018,6,30
9/30/18,EGYPT,POUND,EGYPT-POUND,17.88,2018,9,30
3/31/18,EGYPT,POUND,EGYPT-POUND,17.58,2018,3,31
9/30/19,EGYPT,POUND,EGYPT-POUND,16.265,2019,9,30
3/31/19,EGYPT,POUND,EGYPT-POUND,17.28,2019,3,31
6/30/19,EGYPT,POUND,EGYPT-POUND,16.66,2019,6,30
12/31/18,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1,2019,12,31
6/30/18,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1,2018,6,30
9/30/18,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1,2018,9,30
3/31/18,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1,2018,3,31
9/30/19,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1,2019,9,30
3/31/19,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1,2019,3,31
6/30/19,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1,2019,6,30
12/31/18,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,603.87,2019,12,31
6/30/18,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,579.5,2018,6,30
9/30/18,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,594.78,2018,9,30
3/31/18,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,551.68,2018,3,31
9/30/19,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,618.63,2019,9,30
3/31/19,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,616.79,2019,3,31
6/30/19,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,576.1,2019,6,30
12/31/18,ERITREA,NAKFA,ERITREA-NAKFA,15,2019,12,31
6/30/18,ERITREA,NAKFA,ERITREA-NAKFA,15,2018,6,30
9/30/18,ERITREA,NAKFA,ERITREA-NAKFA,15,2018,9,30
3/31/18,ERITREA,NAKFA,ERITREA-NAKFA,15,2018,3,31
9/30/19,ERITREA,NAKFA,ERITREA-NAKFA,15,2019,9,30
3/31/19,ERITREA,NAKFA,ERITREA-NAKFA,15,2019,3,31
6/30/19,ERITREA,NAKFA,ERITREA-NAKFA,15,2019,6,30
12/31/18,ESTONIA,EURO,ESTONIA-EURO,0.872,2019,12,31
6/30/18,ESTONIA,EURO,ESTONIA-EURO,0.858,2018,6,30
9/30/18,ESTONIA,EURO,ESTONIA-EURO,0.863,2018,9,30
3/31/18,ESTONIA,EURO,ESTONIA-EURO,0.811,2018,3,31
9/30/19,ESTONIA,EURO,ESTONIA-EURO,0.917,2019,9,30
3/31/19,ESTONIA,EURO,ESTONIA-EURO,0.89,2019,3,31
6/30/19,ESTONIA,EURO,ESTONIA-EURO,0.879,2019,6,30
12/31/18,ETHIOPIA,BIRR,ETHIOPIA-BIRR,28.04,2019,12,31
6/30/18,ETHIOPIA,BIRR,ETHIOPIA-BIRR,27.26,2018,6,30
9/30/18,ETHIOPIA,BIRR,ETHIOPIA-BIRR,27.59,2018,9,30
3/31/18,ETHIOPIA,BIRR,ETHIOPIA-BIRR,27.24,2018,3,31
9/30/19,ETHIOPIA,BIRR,ETHIOPIA-BIRR,29.28,2019,9,30
3/31/19,ETHIOPIA,BIRR,ETHIOPIA-BIRR,28.49,2019,3,31
6/30/19,ETHIOPIA,BIRR,ETHIOPIA-BIRR,28.9,2019,6,30
12/31/18,EURO ZONE,EURO,EURO ZONE-EURO,0.872,2019,12,31
6/30/18,EURO ZONE,EURO,EURO ZONE-EURO,0.858,2018,6,30
9/30/18,EURO ZONE,EURO,EURO ZONE-EURO,0.863,2018,9,30
3/31/18,EURO ZONE,EURO,EURO ZONE-EURO,0.811,2018,3,31
9/30/19,EURO ZONE,EURO,EURO ZONE-EURO,0.917,2019,9,30
3/31/19,EURO ZONE,EURO,EURO ZONE-EURO,0.89,2019,3,31
6/30/19,EURO ZONE,EURO,EURO ZONE-EURO,0.879,2019,6,30
12/31/19,Ecuador,Dolares,Ecuador-Dolares,1,2020,12,31
3/31/20,Ecuador,Dolares,Ecuador-Dolares,1,2020,3,31
12/31/20,Ecuador,Dolares,Ecuador-Dolares,1,2021,12,31
6/30/20,Ecuador,Dolares,Ecuador-Dolares,1,2020,6,30
9/30/20,Ecuador,Dolares,Ecuador-Dolares,1,2020,9,30
12/31/19,Egypt,Pound,Egypt-Pound,16,2020,12,31
3/31/20,Egypt,Pound,Egypt-Pound,15.75,2020,3,31
12/31/20,Egypt,Pound,Egypt-Pound,15.69,2021,12,31
6/30/20,Egypt,Pound,Egypt-Pound,16.148,2020,6,30
9/30/20,Egypt,Pound,Egypt-Pound,15.71,2020,9,30
12/31/19,El Salvador,Dollar,El Salvador-Dollar,1,2020,12,31
3/31/20,El Salvador,Dollar,El Salvador-Dollar,1,2020,3,31
12/31/20,El Salvador,Dollar,El Salvador-Dollar,1,2021,12,31
6/30/20,El Salvador,Dollar,El Salvador-Dollar,1,2020,6,30
9/30/20,El Salvador,Dollar,El Salvador-Dollar,1,2020,9,30
12/31/19,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,578.12,2020,12,31
9/30/20,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,554.61,2020,9,30
3/31/20,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,593.33,2020,3,31
12/31/20,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,529.26,2021,12,31
6/30/20,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,580.08,2020,6,30
12/31/19,Eritrea,Nakfa,Eritrea-Nakfa,15,2020,12,31
12/31/19,Eritrea,Nakfa Salary Payment,Eritrea-Nakfa Salary Payment,15,2020,12,31
9/30/20,Eritrea,Nakfa Salary Payment,Eritrea-Nakfa Salary Payment,15,2020,9,30
3/31/20,Eritrea,Nakfa,Eritrea-Nakfa,15,2020,3,31
3/31/20,Eritrea,Nakfa Salary Payment,Eritrea-Nakfa Salary Payment,15,2020,3,31
12/31/20,Eritrea,Nakfa,Eritrea-Nakfa,15,2021,12,31
9/30/20,Eritrea,Nakfa,Eritrea-Nakfa,15,2020,9,30
6/30/20,Eritrea,Nakfa,Eritrea-Nakfa,15,2020,6,30
6/30/20,Eritrea,Nakfa Salary Payment,Eritrea-Nakfa Salary Payment,15,2020,6,30
12/31/19,Estonia,Euro,Estonia-Euro,0.89,2020,12,31
9/30/20,Estonia,Euro,Estonia-Euro,0.854,2020,9,30
3/31/20,Estonia,Euro,Estonia-Euro,0.914,2020,3,31
6/30/20,Estonia,Euro,Estonia-Euro,0.893,2020,6,30
12/31/19,Ethiopia,Birr,Ethiopia-Birr,31.8,2020,12,31
9/30/20,Ethiopia,Birr,Ethiopia-Birr,36.722,2020,9,30
3/31/20,Ethiopia,Birr,Ethiopia-Birr,32.78,2020,3,31
12/31/20,Ethiopia,Birr,Ethiopia-Birr,39.181,2021,12,31
6/30/20,Ethiopia,Birr,Ethiopia-Birr,34.98,2020,6,30
12/31/19,Euro Zone,Euro,Euro Zone-Euro,0.89,2020,12,31
9/30/20,Euro Zone,Euro,Euro Zone-Euro,0.854,2020,9,30
3/31/20,Euro Zone,Euro,Euro Zone-Euro,0.914,2020,3,31
12/31/20,Euro Zone,Euro,Euro Zone-Euro,0.815,2021,12,31
6/30/20,Euro Zone,Euro,Euro Zone-Euro,0.893,2020,6,30
12/31/18,FIJI,DOLLAR,FIJI-DOLLAR,2.108,2019,12,31
6/30/18,FIJI,DOLLAR,FIJI-DOLLAR,2.072,2018,6,30
9/30/18,FIJI,DOLLAR,FIJI-DOLLAR,2.098,2018,9,30
3/31/18,FIJI,DOLLAR,FIJI-DOLLAR,2.012,2018,3,31
9/30/19,FIJI,DOLLAR,FIJI-DOLLAR,2.161,2019,9,30
3/31/19,FIJI,DOLLAR,FIJI-DOLLAR,2.104,2019,3,31
6/30/19,FIJI,DOLLAR,FIJI-DOLLAR,2.105,2019,6,30
12/31/18,FINLAND,EURO,FINLAND-EURO,0.872,2019,12,31
6/30/18,FINLAND,EURO,FINLAND-EURO,0.858,2018,6,30
9/30/18,FINLAND,EURO,FINLAND-EURO,0.863,2018,9,30
3/31/18,FINLAND,EURO,FINLAND-EURO,0.811,2018,3,31
9/30/19,FINLAND,EURO,FINLAND-EURO,0.917,2019,9,30
3/31/19,FINLAND,EURO,FINLAND-EURO,0.89,2019,3,31
6/30/19,FINLAND,EURO,FINLAND-EURO,0.879,2019,6,30
12/31/18,FRANCE,EURO,FRANCE-EURO,0.872,2019,12,31
6/30/18,FRANCE,EURO,FRANCE-EURO,0.858,2018,6,30
9/30/18,FRANCE,EURO,FRANCE-EURO,0.863,2018,9,30
3/31/18,FRANCE,EURO,FRANCE-EURO,0.811,2018,3,31
9/30/19,FRANCE,EURO,FRANCE-EURO,0.917,2019,9,30
3/31/19,FRANCE,EURO,FRANCE-EURO,0.89,2019,3,31
6/30/19,FRANCE,EURO,FRANCE-EURO,0.879,2019,6,30
12/31/19,Fiji,Dollar,Fiji-Dollar,2.142,2020,12,31
9/30/20,Fiji,Dollar,Fiji-Dollar,2.097,2020,9,30
3/31/20,Fiji,Dollar,Fiji-Dollar,2.278,2020,3,31
12/31/20,Fiji,Dollar,Fiji-Dollar,2.004,2021,12,31
6/30/20,Fiji,Dollar,Fiji-Dollar,2.139,2020,6,30
12/31/19,Finland,Euro,Finland-Euro,0.89,2020,12,31
9/30/20,Finland,Euro,Finland-Euro,0.854,2020,9,30
3/31/20,Finland,Euro,Finland-Euro,0.914,2020,3,31
6/30/20,Finland,Euro,Finland-Euro,0.893,2020,6,30
12/31/19,France,Euro,France-Euro,0.89,2020,12,31
9/30/20,France,Euro,France-Euro,0.854,2020,9,30
3/31/20,France,Euro,France-Euro,0.914,2020,3,31
6/30/20,France,Euro,France-Euro,0.893,2020,6,30
12/31/18,GABON,CFA FRANC,GABON-CFA FRANC,603.87,2019,12,31
6/30/18,GABON,CFA FRANC,GABON-CFA FRANC,579.5,2018,6,30
9/30/18,GABON,CFA FRANC,GABON-CFA FRANC,594.78,2018,9,30
3/31/18,GABON,CFA FRANC,GABON-CFA FRANC,551.68,2018,3,31
9/30/19,GABON,CFA FRANC,GABON-CFA FRANC,618.63,2019,9,30
3/31/19,GABON,CFA FRANC,GABON-CFA FRANC,616.79,2019,3,31
6/30/19,GABON,CFA FRANC,GABON-CFA FRANC,576.1,2019,6,30
12/31/18,GAMBIA,DALASI,GAMBIA-DALASI,50,2019,12,31
6/30/18,GAMBIA,DALASI,GAMBIA-DALASI,47,2018,6,30
9/30/18,GAMBIA,DALASI,GAMBIA-DALASI,48,2018,9,30
3/31/18,GAMBIA,DALASI,GAMBIA-DALASI,47,2018,3,31
9/30/19,GAMBIA,DALASI,GAMBIA-DALASI,50,2019,9,30
3/31/19,GAMBIA,DALASI,GAMBIA-DALASI,50,2019,3,31
6/30/19,GAMBIA,DALASI,GAMBIA-DALASI,50,2019,6,30
12/31/18,GEORGIA,LARI,GEORGIA-LARI,2.67,2019,12,31
6/30/18,GEORGIA,LARI,GEORGIA-LARI,2.45,2018,6,30
9/30/18,GEORGIA,LARI,GEORGIA-LARI,2.6,2018,9,30
3/31/18,GEORGIA,LARI,GEORGIA-LARI,2.43,2018,3,31
9/30/19,GEORGIA,LARI,GEORGIA-LARI,2.97,2019,9,30
3/31/19,GEORGIA,LARI,GEORGIA-LARI,2.7,2019,3,31
6/30/19,GEORGIA,LARI,GEORGIA-LARI,2.88,2019,6,30
12/31/18,GERMANY,EURO,GERMANY-EURO,0.872,2019,12,31
9/30/19,GERMANY,EURO,GERMANY EURO,0.917,2019,9,30
3/31/19,GERMANY,EURO,GERMANY EURO,0.89,2019,3,31
6/30/19,GERMANY,EURO,GERMANY EURO,0.879,2019,6,30
12/31/18,GERMANY FRG,EURO,GERMANY FRG-EURO,0.872,2019,12,31
6/30/18,GERMANY FRG,EURO,GERMANY FRG-EURO,0.858,2018,6,30
9/30/18,GERMANY FRG,EURO,GERMANY FRG-EURO,0.863,2018,9,30
3/31/18,GERMANY FRG,EURO,GERMANY FRG-EURO,0.811,2018,3,31
12/31/18,GHANA,CEDI,GHANA-CEDI,4.825,2019,12,31
6/30/18,GHANA,CEDI,GHANA-CEDI,4.778,2018,6,30
9/30/18,GHANA,CEDI,GHANA-CEDI,4.765,2018,9,30
3/31/18,GHANA,CEDI,GHANA-CEDI,4.413,2018,3,31
9/30/19,GHANA,CEDI,GHANA-CEDI,5.42,2019,9,30
3/31/19,GHANA,CEDI,GHANA-CEDI,5.2,2019,3,31
6/30/19,GHANA,CEDI,GHANA-CEDI,5.41,2019,6,30
12/31/18,GREECE,EURO,GREECE-EURO,0.872,2019,12,31
6/30/18,GREECE,EURO,GREECE-EURO,0.858,2018,6,30
9/30/18,GREECE,EURO,GREECE-EURO,0.863,2018,9,30
3/31/18,GREECE,EURO,GREECE-EURO,0.811,2018,3,31
9/30/19,GREECE,EURO,GREECE-EURO,0.917,2019,9,30
3/31/19,GREECE,EURO,GREECE-EURO,0.89,2019,3,31
6/30/19,GREECE,EURO,GREECE-EURO,0.879,2019,6,30
12/31/18,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,2019,12,31
